1465346982 1 0 0 0 0 0
1465347698 2 0 0 0 0 0
1465692528 3 0 0 0 0 0
1465692748 4 0 0 0 0 0
1465694752 5 0 0 0 0 0
1465694863 6 0 0 0 0 0
1465712839 7 0 0 0 0 0
1465783511 8 0 0 0 0 0
1465784464 9 0 0 0 0 0
1465978212 10 0 0 0 0 0
1465979358 11 0 0 0 0 0
1466042356 12 0 0 0 0 0
1466043148 13 0 0 0 0 0
1466045991 14 0 0 0 0 0
1466048188 15 0 0 0 0 0
1466048341 16 0 0 0 0 0
1466067862 17 0 0 0 0 0
1466067978 18 0 0 0 0 0
1466123165 18 0 1 0 0 0
1466125480 19 0 1 0 0 0
1466125492 20 0 1 0 0 0
1466125510 21 0 1 0 0 0
1466125546 22 0 1 0 0 0
1466125566 23 0 1 0 0 0
1466126942 24 0 1 0 0 0
1466130660 25 0 1 0 0 0
1466130723 26 0 1 0 0 0
1466130784 27 0 1 0 0 0
1466130906 28 0 1 0 0 0
1466130987 29 0 1 0 0 0
1466142103 30 0 1 0 0 0
1466142517 31 0 1 0 0 0
1466142996 32 0 1 0 0 0
1466143120 33 0 1 0 0 0
1466143203 34 0 1 0 0 0
1466148169 35 0 1 0 0 0
1466148426 36 0 1 0 0 0
1466148670 37 0 1 0 0 0
1466148765 38 0 2 0 0 0
1466151237 39 0 2 0 0 0
1466151360 40 0 2 0 0 0
1466152683 41 0 2 0 0 0
1466152794 42 0 2 0 0 0
1466153954 43 0 2 0 0 0
1466154073 44 0 2 0 0 0
1466469295 45 0 2 0 0 0
1466470779 46 0 2 0 0 0
1466470951 47 0 2 0 0 0
1466471296 48 0 2 0 0 0
1466471358 49 0 2 0 0 0
1466471795 50 0 2 0 0 0
1466471994 51 0 2 0 0 0
1466472147 52 0 2 0 0 0
1466473558 53 0 2 0 0 0
1466473787 54 0 2 0 0 0
1466474521 55 0 2 0 0 0
1466474683 56 0 2 0 0 0
1466475237 57 0 2 0 0 0
1466475506 58 0 2 0 0 0
1466476224 59 0 2 0 0 0
1466476379 60 0 2 0 0 0
1466490809 61 0 2 0 0 0
1466492234 62 0 2 0 0 0
1466494918 63 0 2 0 0 0
1466495224 64 0 2 0 0 0
1466495441 65 0 2 0 0 0
1466496505 65 1 2 0 0 0
1466496616 66 1 2 0 0 0
1466496805 67 1 2 0 0 0
1466497390 68 1 2 0 0 0
1466497401 69 1 2 0 0 0
1466497412 70 1 2 0 0 0
1466497523 71 1 2 0 0 0
1466498010 72 1 2 0 0 0
1466577877 73 1 2 0 0 0
1466578466 74 1 2 0 0 0
1466579316 75 1 2 0 0 0
1466751872 75 1 2 1 0 0
1466752215 75 1 2 2 0 0
1466754850 76 1 2 2 0 0
1466754966 77 1 2 2 0 0
1466754981 77 1 2 3 0 0
1466757487 78 1 2 3 0 0
1466757638 79 1 2 3 0 0
1466758043 80 1 2 3 0 0
1466758061 81 1 2 3 0 0
1466758288 82 1 2 3 0 0
1466758483 82 1 2 4 0 0
1466990428 83 1 2 4 0 0
1466990454 84 1 2 4 0 0
1466990477 85 1 2 4 0 0
1466990493 86 1 2 4 0 0
1466990774 87 1 2 4 0 0
1466991387 88 1 2 4 0 0
1466991754 89 1 2 4 0 0
1466992047 90 1 2 4 0 0
1466992168 91 1 2 4 0 0
1466994950 91 1 2 5 0 0
1466995750 92 1 2 5 0 0
1466995822 93 1 2 5 0 0
1466995972 94 1 2 5 0 0
1466996055 95 1 2 5 0 0
1466996090 95 1 2 6 0 0
1466996260 96 1 2 6 0 0
1466996333 97 1 2 6 0 0
1466997640 97 1 2 7 0 0
1466999534 98 1 2 7 0 0
1467000050 99 1 2 7 0 0
1467005783 100 1 2 7 0 0
1467007529 101 1 2 7 0 0
1467007651 102 1 2 7 0 0
1467008164 102 1 2 8 0 0
1467008303 103 1 2 8 0 0
1467008343 104 1 2 8 0 0
1467008840 104 2 2 8 0 0
1467009024 104 3 2 8 0 0
1467009376 104 4 2 8 0 0
1467009597 104 5 2 8 0 0
1467010058 104 6 2 8 0 0
1467012322 105 6 2 8 0 0
1467012347 106 6 2 8 0 0
1467012463 107 6 2 8 0 0
1467012591 108 6 2 8 0 0
1467012740 109 6 2 8 0 0
1467013292 110 6 2 8 0 0
1467013383 111 6 2 8 0 0
1467013445 112 6 2 8 0 0
1467013870 112 7 2 8 0 0
1467014805 112 7 3 8 0 0
1467015068 113 7 3 8 0 0
1467015128 114 7 3 8 0 0
1467016151 115 7 3 8 0 0
1467016165 116 7 3 8 0 0
1467016195 117 7 3 8 0 0
1467016282 118 7 3 8 0 0
1467016575 118 8 3 8 0 0
1467017024 119 8 3 8 0 0
1467017092 120 8 3 8 0 0
1467017194 121 8 3 8 0 0
1467017291 121 9 3 8 0 0
1467019272 122 9 3 8 0 0
1467019782 123 9 3 8 0 0
1467074277 123 9 4 8 0 0
1467074912 124 9 4 8 0 0
1467074981 125 9 4 8 0 0
1467075410 126 9 4 8 0 0
1467075571 127 9 4 8 0 0
1467075578 127 9 5 8 0 0
1467076233 128 9 5 8 0 0
1467076313 129 9 5 8 0 0
1467078212 130 9 5 8 0 0
1467078227 131 9 5 8 0 0
1467078471 131 9 6 8 0 0
1467078614 132 9 6 8 0 0
1467078726 133 9 6 8 0 0
1467078883 134 9 6 8 0 0
1467078922 135 9 6 8 0 0
1467080038 135 9 7 8 0 0
1467080968 135 9 8 8 0 0
1467082086 136 9 8 8 0 0
1467084227 136 10 8 8 0 0
1467095534 137 10 8 8 0 0
1467095762 138 10 8 8 0 0
1467098238 139 10 8 8 0 0
1467098290 140 10 8 8 0 0
1467099110 141 10 8 8 0 0
1467099239 142 10 8 8 0 0
1467100730 143 10 8 8 0 0
1467101208 144 10 8 8 0 0
1467181214 144 10 8 9 0 0
1467181233 144 10 8 10 0 0
1467181988 145 10 8 10 0 0
1467182016 146 10 8 10 0 0
1467182037 147 10 8 10 0 0
1467182062 148 10 8 10 0 0
1467182079 149 10 8 10 0 0
1467182140 150 10 8 10 0 0
1467182301 150 11 8 10 0 0
1467185640 151 11 8 10 0 0
1467186698 152 11 8 10 0 0
1467186787 153 11 8 10 0 0
1467187077 153 12 8 10 0 0
1467188146 154 12 8 10 0 0
1467188278 155 12 8 10 0 0
1467191770 156 12 8 10 0 0
1467191906 157 12 8 10 0 0
1467246063 157 13 8 10 0 0
1467253746 157 13 8 11 0 0
1467253782 157 13 8 12 0 0
1467256736 157 13 9 12 0 0
1467256998 157 13 10 12 0 0
1467257148 158 13 10 12 0 0
1467257203 159 13 10 12 0 0
1467257237 160 13 10 12 0 0
1467257493 161 13 10 12 0 0
1467257627 161 13 10 13 0 0
1467257673 161 13 10 14 0 0
1467258260 162 13 10 14 0 0
1467258356 163 13 10 14 0 0
1467258425 164 13 10 14 0 0
1467258458 165 13 10 14 0 0
1467258461 165 13 10 15 0 0
1467258496 166 13 10 15 0 0
1467258508 166 13 10 16 0 0
1467258561 166 13 10 17 0 0
1467258573 166 14 10 17 0 0
1467258588 166 14 10 18 0 0
1467267423 167 14 10 18 0 0
1467267433 168 14 10 18 0 0
1467267534 169 14 10 18 0 0
1467267610 169 15 10 18 0 0
1467267934 170 15 10 18 0 0
1467267959 171 15 10 18 0 0
1467273392 171 15 10 19 0 0
1467273482 172 15 10 19 0 0
1467273518 173 15 10 19 0 0
1467273550 174 15 10 19 0 0
1467276449 175 15 10 19 0 0
1467276829 176 15 10 19 0 0
1467277130 176 15 10 20 0 0
1467332486 177 15 10 20 0 0
1467332835 178 15 10 20 0 0
1467332859 179 15 10 20 0 0
1467335235 179 15 10 21 0 0
1467335402 180 15 10 21 0 0
1467335503 181 15 10 21 0 0
1467335531 182 15 10 21 0 0
1467335587 182 15 10 22 0 0
1467335594 183 15 10 22 0 0
1467335979 184 15 10 22 0 0
1467336032 185 15 10 22 0 0
1467336092 185 15 10 23 0 0
1467336499 186 15 10 23 0 0
1467336591 187 15 10 23 0 0
1467340471 187 15 11 23 0 0
1467340558 187 15 12 23 0 0
1467340605 187 15 13 23 0 0
1467342116 187 15 14 23 0 0
1467343787 188 15 14 23 0 0
1467343873 189 15 14 23 0 0
1467343896 190 15 14 23 0 0
1467344114 191 15 14 23 0 0
1467344176 192 15 14 23 0 0
1467344262 192 15 14 24 0 0
1467344271 193 15 14 24 0 0
1467344496 194 15 14 24 0 0
1467344777 195 15 14 24 0 0
1467345045 195 16 14 24 0 0
1467345222 196 16 14 24 0 0
1467345345 197 16 14 24 0 0
1467345401 198 16 14 24 0 0
1467345559 199 16 14 24 0 0
1467352022 200 16 14 24 0 0
1467354821 201 16 14 24 0 0
1467356071 202 16 14 24 0 0
1467356543 203 16 14 24 0 0
1467356814 204 16 14 24 0 0
1467361117 204 16 15 24 0 0
1467361952 204 16 16 24 0 0
1467362390 205 16 16 24 0 0
1467362465 206 16 16 24 0 0
1467362512 207 16 16 24 0 0
1467363333 208 16 16 24 0 0
1467363379 209 16 16 24 0 0
1467592584 210 16 16 24 0 0
1467592835 211 16 16 24 0 0
1467593080 211 17 16 24 0 0
1467594479 212 17 16 24 0 0
